id,cmp_id,source_name,source_type,source_url,source_doi,source_version,cation,anion,solvent,Concentration (mol/kg)
exp-374,2467.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,PC,1.5
exp-375,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,PC,1.75
exp-376,2468.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,PC,2.0
exp-377,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,SL,0.25
exp-378,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,SL,0.5
exp-379,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,SL,0.75
exp-380,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,SL,1.0
exp-381,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TEP,0.25
exp-382,2481.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TEP,0.5
exp-383,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TEP,0.75
exp-384,2482.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TEP,1.0
exp-385,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TEP,1.25
exp-386,2483.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TEP,1.5
exp-387,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TEP,1.75
exp-388,2484.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TEP,2.0
exp-389,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,0.25
exp-390,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,0.5
exp-391,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,0.75
exp-392,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,1.0
exp-393,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,1.25
exp-394,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,1.5
exp-395,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,1.75
exp-396,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,2.0
exp-397,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,2.25
exp-398,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THF,2.5
exp-399,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,0.25
exp-400,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,0.5
exp-401,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,0.75
exp-402,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,1.0
exp-403,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,1.25
exp-404,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,1.5
exp-405,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,1.75
exp-406,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,2.0
exp-407,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,2.25
exp-408,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,2.5
exp-409,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,2.75
exp-410,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,3.0
exp-411,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,3.25
exp-412,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,THP,3.5
exp-413,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TMP,0.25
exp-414,2489.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TMP,0.5
exp-415,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TMP,0.75
exp-416,2490.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TMP,1.0
exp-417,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TMP,1.25
exp-418,2491.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TMP,1.5
exp-419,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TMP,1.75
exp-420,2492.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,ClO4,TMP,2.0
exp-421,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,0.25
exp-422,2497.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,0.5
exp-423,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,0.75
exp-424,2498.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,1.0
exp-425,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,1.25
exp-426,2499.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,1.5
exp-427,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,1.75
exp-428,2500.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,2.0
exp-429,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,2.25
exp-430,2501.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,2.5
exp-431,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,2.75
exp-432,2502.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,3.0
exp-433,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,3.25
exp-434,2503.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,AN,3.5
exp-435,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,Ac,0.25
exp-436,2513.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,Ac,0.5
exp-437,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,Ac,0.75
exp-438,2514.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,Ac,1.0
exp-439,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,Ac,1.25
exp-440,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,Ac,1.25
exp-441,2515.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,Ac,1.5
exp-442,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,Ac,1.75
exp-443,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,0.25
exp-444,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,0.5
exp-445,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,0.75
exp-446,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,1.0
exp-447,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,1.25
exp-448,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,1.5
exp-449,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,1.75
exp-450,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,2.0
exp-451,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,2.25
exp-452,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,2.5
exp-453,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,2.75
exp-454,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,3.0
exp-455,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,3.25
exp-456,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DEE,3.5
exp-457,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,0.25
exp-458,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,0.5
exp-459,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,0.75
exp-460,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,1.0
exp-461,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,1.25
exp-462,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,1.5
exp-463,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,1.75
exp-464,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,2.0
exp-465,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,2.25
exp-466,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,2.5
exp-467,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,2.75
exp-468,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,3.0
exp-469,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,3.25
exp-470,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DME,3.5
exp-471,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,0.25
exp-472,2553.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,0.5
exp-473,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,0.75
exp-474,2554.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,1.0
exp-475,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,1.25
exp-476,2555.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,1.5
exp-477,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,1.75
exp-478,2556.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,2.0
exp-479,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,2.25
exp-480,2557.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,2.5
exp-481,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,2.75
exp-482,2558.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,3.0
exp-483,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,3.25
exp-484,2559.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,3.5
exp-485,2559.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,DMSO,3.5
exp-486,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,0.25
exp-487,2561.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,0.5
exp-488,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,0.75
exp-489,2562.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,1.0
exp-490,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,1.25
exp-491,2563.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,1.5
exp-492,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,1.75
exp-493,2564.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,2.0
exp-494,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,2.25
exp-495,2565.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,2.5
exp-496,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,2.75
exp-497,2566.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,3.0
exp-498,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,3.25
exp-499,2567.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EA,3.5
exp-500,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EC,0.75
exp-501,2578.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EC,1.0
exp-502,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EC,1.25
exp-503,2579.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EC,1.5
exp-504,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EC,1.75
exp-505,2580.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EC,2.0
exp-506,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EC,2.25
exp-507,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,0.25
exp-508,2585.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,0.5
exp-509,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,0.75
exp-510,2586.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,1.0
exp-511,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,1.25
exp-512,2587.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,1.5
exp-513,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,1.75
exp-514,2588.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,2.0
exp-515,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,2.25
exp-516,2589.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,2.5
exp-517,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMC,2.75
exp-518,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMS,0.25
exp-519,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMS,0.5
exp-520,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMS,0.75
exp-521,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMS,1.0
exp-522,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMS,1.25
exp-523,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMS,1.5
exp-524,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EMS,1.75
exp-525,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EiPS,0.25
exp-526,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EiPS,0.5
exp-527,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EiPS,0.75
exp-528,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EiPS,1.0
exp-529,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EiPS,1.25
exp-530,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,EiPS,1.5
exp-531,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,FEC,0.25
exp-532,2617.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,FEC,0.5
exp-533,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,FEC,0.75
exp-534,2618.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,FEC,1.0
exp-535,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,0.25
exp-536,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,0.5
exp-537,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,0.75
exp-538,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,1.0
exp-539,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,1.25
exp-540,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,1.5
exp-541,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,1.75
exp-542,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,2.0
exp-543,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,2.25
exp-544,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,2.5
exp-545,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,2.75
exp-546,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G2,3.0
exp-547,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,0.25
exp-548,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,0.5
exp-549,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,0.75
exp-550,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,1.0
exp-551,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,1.25
exp-552,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,1.5
exp-553,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,1.75
exp-554,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,2.0
exp-555,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,2.25
exp-556,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,2.5
exp-557,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,G3,2.75
exp-558,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,GBL,0.25
exp-559,2633.0,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,GBL,0.5
exp-560,,OEDB experimental Raman,experimental_raman_index,https://oedb.jp,10.1038/s41524-026-02093-y,2026-05-11,Li,DFOB,GBL,0.75
